date,code,value,amount,ratio,yr
2024-11-28,301004,36196.61933692615,92648401.0,0.00039068800914250157,2024
2024-11-28,301099,38200.464183418386,125819026.0,0.0003036143689700665,2024
2024-11-28,605580,38924.39657015691,35407468.99999999,0.001099327279511476,2024
2024-11-28,603538,39526.708315923366,50181397.0,0.0007876765231530595,2024
2024-11-28,002350,29865.39625546571,59886357.99999999,0.0004987011608798403,2024
2024-11-28,002228,35689.866666209185,47243684.0,0.0007554420748858025,2024
2024-12-09,603211,43950.94010138953,100028493.0,0.0004393842072717174,2024
2024-12-09,688678,42632.41189834787,203058550.0,0.00020995132634576516,2024
2024-12-09,003019,28060.21866081567,248633862.00000003,0.00011285759081687621,2024
2024-12-09,001208,38676.82728922279,55376400.00000001,0.0006984352050552724,2024
2024-12-09,301390,50747.20396104964,38989043.0,0.0013015760340937233,2024
2024-12-19,601688,28346.58139864271,844035121.0,3.3584599376691944e-05,2024
2024-12-19,000776,27496.18395668345,360503682.0,7.627157593548087e-05,2024
2024-12-19,601881,26645.786514724157,486028907.0,5.482346035587582e-05,2024
2024-12-19,002552,42456.13072372429,65692818.0,0.0006462826838045567,2024
2024-12-19,600999,24944.9916308056,323963222.0,7.69994552986808e-05,2024
2024-12-19,603439,41424.26051665836,45676713.0,0.0009069010836366085,2024
2024-12-30,300247,33325.236295922376,55376271.0,0.0006017963234816294,2024
2024-12-30,600750,32325.479207044675,278919861.0,0.00011589522198652133,2024
2024-12-30,300558,31325.72211816701,169353715.0,0.00018497215793681886,2024
2024-12-30,688050,30325.96502928935,112601887.0,0.0002693202204443461,2024
2024-12-30,600380,29326.20794041169,122825720.0,0.0002387627602786427,2024
2024-12-30,002550,28326.450851534028,97183697.0,0.0002914732792222756,2024
2025-01-09,688070,37241.6778165896,23893925.0,0.0015586253751357134,2025
2025-01-09,688072,35410.27076086443,368297959.00000006,9.614571543380293e-05,2025
2025-01-09,300866,20936.93995866754,449055152.0,4.6624428793253304e-05,2025
2025-01-09,688004,40493.422337642754,22026718.000000004,0.001838377480369193,2025
2025-01-09,688058,39112.9647579504,15616142.0,0.0025046496604571346,2025
2025-01-20,603519,27621.273943086224,40890057.0,0.0006755009889833664,2025
2025-01-20,301061,38057.72119999097,138524204.99999997,0.0002747369761117992,2025
2025-01-20,603486,27541.109242504168,727039752.0,3.788116009714991e-05,2025
2025-01-20,002248,25135.359288208463,56898214.99999999,0.00044176006730981747,2025
2025-01-20,688767,25783.16609936561,15871870.0,0.001624456733791646,2025
2025-01-20,300689,24904.194527796328,57006564.0,0.00043686538497209423,2025
2025-02-05,002594,62814.81449096132,4128876836.0,1.5213535541499818e-05,2025
2025-02-05,688508,62814.81449096132,178509690.99999997,0.0003518846183592426,2025
2025-02-17,300489,56860.73120971981,262626365.00000003,0.00021650808444049325,2025
2025-02-17,601199,63738.338913823056,30803041.0,0.0020692222860016663,2025
